wilcoxon,t-test,t-test_overestim_var
Lgals1,Gzmb,Gzmb
Hmgb2,Lgals3,Lgals1
H2afz,Lgals1,Hmgb2
Gzmb,Hmgb2,S100a4
Gapdh,S100a4,Lgals3
Tmsb4x,Stmn1,Stmn1
Lgals3,Mcm5,Anxa2
Vim,Ahnak,Tmsb4x
S100a4,Pclaf,Ahnak
Txn1,Anxa2,Vim
S100a6,Tmsb4x,Mcm5
Anxa2,Vim,S100a6
Stmn1,S100a6,H2afz
Crip1,H2afz,Pclaf
Ahnak,Dut,Dut
Pclaf,Pcna,Gapdh
Mcm5,Ly6c2,Pcna
Actg1,Ccl5,Crip1
Nkg7,Plek,Txn1
S100a10,Gapdh,Ly6c2
Rbm3,Hells,Ccl5
Ran,Crip1,Plek
Dut,Mcm6,Mcm6
Pycard,Txn1,Pycard
Sub1,Serpinb6b,Hells
Calm1,Mcm3,Serpinb6b
Pcna,Rpa2,Rpa2
Ccl5,Gmnn,Nkg7
Plek,Pycard,Mcm3
Abracl,Gzmk,Ran
Ly6c2,Pglyrp1,S100a10
Ptma,Mcm2,Gmnn
Cox5b,Id2,Actg1
Ctsd,Ctla2a,Id2
Mcm6,Lig1,Ctla2a
Serpinb6b,Cxcr3,Ctsd
Cox5a,Ran,Sub1
Id2,Mcm4,Mcm2
Ctla2a,Nkg7,Lig1
Hells,Tipin,Tipin
Gmnn,Actg1,Calm1
Mcm3,S100a10,Pglyrp1
Cox17,Cks1b,Abracl
Lsp1,Lmnb1,Mcm4
Rpa2,Arsb,Dbi
Pglyrp1,Rrm1,Lmnb1
Cd48,Ctsd,Cks1b
Ybx1,Gng2,Gzmk
Hint1,Dctpp1,Gng2
Sec61b,Sub1,Reep5
Anp32b,Cenpw,Cd48
Dbi,Slamf7,Ptma
Reep5,Calm1,Cox5a
Prdx1,Tcf19,Lsp1
Gzmk,Abracl,Dctpp1
Myl6,Tyms,Rbm3
Lig1,Dbi,Cox17
Dek,Reep5,Nap1l1
Cks1b,Ppil1,Cxcr3
Dnajc15,Uhrf1,Dnajc15
Cyba,Cd48,Cox5b
Lmnb1,Mcm7,Ywhah
Gng2,Hmgn2,Hmgn2
Tipin,Ptma,Slbp
Mcm2,Slbp,Rrm1
Cfl1,Gna15,Mcm7
Mcm7,Ifng,Anp32b
Nap1l1,Ybx3,Dek
Ywhah,Cox5a,Cenpw
Hmgn2,Lsp1,Arsb
Mcm4,Chaf1b,Ppil1
Dctpp1,Ywhah,Pkm
Pkm,Cox17,Prdx1
Cd52,Nap1l1,Hint1
Rps27l,Klrg1,Tyms
Cenpw,Ptms,Tcf19
Ppil1,Rnaseh2b,Rnaseh2b
Slbp,Rbm3,Ranbp1
Hspa8,Osbpl3,Slamf7
Rrm1,Prim1,Lsm6
Klrc1,Cox5b,Ybx1
Mrpl33,Dnajc15,Ptms
Cxcr3,Dek,Fkbp2
Ranbp1,Itgax,Ybx3
Bcl2a1b,Gzma,Prim1
Krtcap2,Anp32b,Ifng
Cdt1,Cdca7,Uhrf1
Ptms,Pkm,Sec61b
Sh3bgrl3,Fkbp2,Krtcap2
Prim1,Klrc1,Rps27l
Rnaseh2b,Mt1,Prelid1
Ifng,E2f1,Gna15
