wilcoxon,t-test,t-test_overestim_var
Trdc,Trdc,Trdc
Xist,Xist,Xist
Ly6e,Ly6e,Ccr9
H3f3b,Ccr9,Tmsb4x
Cd3g,Tmsb4x,Ly6e
Tmsb4x,Cd27,Tcrg-C2
Itm2b,Cd3e,Cd27
Ptprcap,Ptprcap,Ikzf2
AW112010,H3f3b,H3f3b
Cd3e,AW112010,Tcrg-C4
Cd27,Itm2b,Ptprcap
Ccr9,Cd3g,Cd3e
Malat1,Ikzf2,Id3
Pfn1,Tcrg-C2,AW112010
Smc4,Id3,Itm2b
Sh3bgrl3,Tcrg-C4,Ly6c1
Ppia,Malat1,Cd3g
S100a6,S100a6,S100a6
Trbc2,Smc4,Tspan32
Fth1,Tspan32,Malat1
Ikzf2,Ly6c1,Smc4
Id3,Trbc2,Tcrg-C1
Myl6,Ppia,Trbc2
Bcl11b,Sh3bgrl3,Ppia
mt-Co3,Pfn1,Pfn1
Laptm5,Tcrg-C1,Sh3bgrl3
S100a10,Ubb,Ramp1
Tmsb10,Ramp1,Ubb
H3f3a,Bcl11b,Tespa1
Hmgb1,Tespa1,Bcl11b
mt-Cytb,Tmsb10,Dntt
Ubb,S100a10,Tmsb10
Skap1,mt-Co3,S100a10
Tcrg-C2,Laptm5,Nrip1
Gnas,Slc9a3r1,Cmtm7
Lat,Trbc1,Slc9a3r1
Tspan32,Cmtm7,Rinl
Ypel3,Dntt,Ypel3
Actb,Nrip1,mt-Co3
Cnn2,Rinl,Lrp10
Ramp1,Ypel3,Laptm5
Aes,Hmgb1,Sox4
Plac8,Myl6,Lcp1
Tcrg-C4,Lcp1,Themis
Arf5,Lrp10,5830411N06Rik
Oaz1,Actb,Trbc1
Rhoh,Themis,Myl6
Ly6c1,Itgb7,Dok2
Gpx4,Lat,Actb
Cyba,Sox4,Hmgb1
Lck,Skap1,Itgb7
Lcp1,Dok2,Skap1
Trbc1,Rhoh,Lat
Selplg,5830411N06Rik,Mpp1
Rinl,Cyba,Rhoh
Cfl1,Mpp1,Rabgap1l
Cmtm7,Plac8,Slfn5
Itgb7,Rabgap1l,Aes
Slc9a3r1,Gnas,Plac8
Ptprc,Aes,Trgv2
Tespa1,Cnn2,Gnas
Mbnl1,Mbnl1,Cyba
Arpc2,Arf5,Cnn2
Limd2,Slfn5,Lpar6
Cd37,Gpx4,Mmp16
Chd3,Apobec3,Zbtb20
S100a11,Anxa6,Arf5
Anxa6,Oaz1,Apobec3
Apobec3,Selplg,Gpx4
Themis,Zbtb20,Mbnl1
Srrm2,Chd3,mt-Cytb
Serf2,mt-Cytb,Anxa6
Ftl1,Fth1,Chd3
Ighm,Cd37,Fth1
Ldha,Cfl1,Oaz1
Lrp10,Ighm,Selplg
Gpsm3,S100a11,Gngt2
Tcrg-C1,Celf2,Cd37
Ppp1ca,Lck,S100a11
Nrip1,Lpar6,Celf2
Tcf7,Trgv2,Trat1
Cd47,Mmp16,Crtc3
Cd52,Gpsm3,Ighm
Celf2,Ppp1r12a,Lck
Eif4g2,Gngt2,Cfl1
Rsrp1,Crtc3,Kbtbd11
Coro1a,Ptprc,Ppp1r12a
Zfp36l2,Kbtbd11,Zfp36l2
Gimap4,Trat1,Rsrp1
Tma7,Zfp36l2,Gpsm3
Ccdc12,Rsrp1,Ptprc
Fyb,Ldha,H3f3a
Dad1,Ftl1,Pitpnc1
Arhgap45,H3f3a,Ftl1
Ppp1r18,Pitpnc1,Gm11713
Arhgdib,Pdia3,Tcrg-V1
Sept1,Hdac7,Acyp1
Actg1,Gm11713,Ar
Btg1,Acyp1,Hdac7
Shisa5,Eif4g2,Gata3
Crip1,Cd47,Ldha
Clic1,Gata3,Ppp1r16b
Ogt,Cd52,Pdia3
Pdia3,Ppp1r16b,Maz
Actr3,Ppp1r18,Cd9
Cdc42,Maz,Tsix
Ppp1r12a,Limd2,Patz1
Mpp1,Ar,Ptpn7
H2afv,Ogt,Eif4g2
Pitpnc1,Tecpr1,Ppp1r18
Rac2,Tcrg-V1,Ogt
Rabgap1l,Ptpn7,Cd47
Uqcr11,Tcf7,Wls
mt-Co1,Cd9,Fli1
Atp5f1,Hp1bp3,Tecpr1
Psmb10,Shisa5,Itgae
Hnrnpa2b1,Fli1,Arap2
Tmem59,Btg1,Gm12216
Arpc1b,Rab14,Arpp21
Hnrnpf,mt-Co1,1700017B05Rik
Zbtb20,Tecr,Limd2
S1pr1,Prr13,Serinc3
Psmb8,Gm12216,Rab14
Capzb,Arap2,Tcf7
Emp3,Fyb,Hp1bp3
Dntt,Patz1,Prr13
Cirbp,Tsix,Tecr
Kbtbd11,Ccdc12,Pdlim4
Ndufa3,Serinc3,Cd52
Dok2,Uqcr11,Tia1
Hnrnpk,Arhgap45,Lta4h
mt-Nd3,Itgae,Btg1
Tpm3,Wls,Shisa5
Ppp1cc,Tmem59,Ccdc12
Sox4,1700017B05Rik,Dennd1c
Rab14,Rtf1,Glipr1
Ablim1,Glipr1,Rps6ka1
Rnf187,Tia1,Rftn1
Cox6c,AC149090.1,Fyb
Arhgef1,Rps6ka1,Uqcr11
Hp1bp3,Tram1,Arhgap45
Arpc5,Dennd1c,Rcbtb2
Nkg7,Nkg7,Tmem59
Tecpr1,Lgals1,Lgals1
Lgals1,Pafah1b1,Rtf1
H2afy,Cirbp,AC149090.1
Rtf1,Rnf187,mt-Co1
Srp14,Lta4h,Socs3
B2m,Arpc2,Itgb3
Ifi203,Arpp21,Tram1
Cdk2ap2,Sept1,Fkbp5
Myl12a,Crip1,Pafah1b1
Snrnp70,Rftn1,Psmd1
Pafah1b1,Socs3,Cirbp
mt-Co2,Rcsd1,Rcsd1
Tagln2,H2afv,Arpc2
Ndufa2,Rcbtb2,Abhd8
Slfn5,Abhd8,Rnf187
Emb,Cdc42,Sptbn1
H2-D1,S1pr1,Vamp8
Arpc4,Pdlim4,H2afv
Tram1,Psmb10,Cxxc5
Gnai2,Srrm2,Sept1
Prr13,Vamp8,Hnrnpll
Atp5a1,Sptbn1,Fibp
